budget_allocated,budget_spent,workforce_count,equipment_count,material_cost,completion_percentage,weather_delay_days,safety_incidents,inspection_score,task_completion_rate,daily_progress_rate,resource_availability,workforce_attendance,supply_delay_days,rainfall_mm,project_type,state,duration_days,delayed,budget_overrun_pct,risk_level,actual_completion_days
737056722.6,367840924.92,151,6,348781560.74,40.7,5,1,60.29,0.9192,2.0203,0.6022,0.8734,3,110.71,PowerPlant,Lagos,764,0,13.34,high,751
44393732.95,0.0,110,18,14820119.34,0.0,3,0,76.04,0.4582,1.5968,0.5325,0.796,4,27.97,Building,Abia,1088,1,27.14,high,1121
1107997354.74,1213014146.75,407,17,385455266.94,100.0,1,0,92.52,0.6357,1.265,0.7213,0.9059,2,14.97,PowerPlant,Delta,285,0,9.48,medium,296
767755014.87,850463300.53,405,9,284414294.91,100.0,3,0,64.4,0.6261,1.9315,0.8316,0.8251,5,5.14,Dam,Kaduna,570,0,11.52,medium,601
604469356.57,492465823.0,263,36,300894131.92,69.37,3,1,77.65,0.6449,1.5747,0.7845,0.7727,7,103.0,Bridge,Enugu,564,1,18.47,high,601
240853857.74,87012107.36,139,3,101817538.32,33.56,1,1,77.41,0.7497,1.9661,0.5044,0.8052,3,26.81,Building,Enugu,808,0,5.08,medium,808
159981710.1,59636112.24,281,23,54464000.26,40.31,3,0,56.51,0.594,1.7435,1.0,0.7865,2,132.57,Building,Enugu,579,0,5.54,low,605
474990449.63,454931383.51,195,47,199822138.66,86.17,1,1,80.31,0.4864,1.8661,0.7026,0.7231,9,33.47,Railway,Lagos,295,0,9.65,medium,297
281119695.26,113295340.67,309,23,151000759.55,29.82,6,1,61.39,0.7053,0.0,0.8254,0.6613,5,228.23,Building,Delta,433,1,32.22,high,486
136925899.7,100592443.62,427,32,50401144.26,64.58,2,1,85.98,0.4098,1.3302,0.5509,0.7548,4,6.23,Railway,Kano,1047,1,16.01,high,1105
584855552.07,134390199.71,53,44,167497307.58,20.61,1,0,75.73,0.7223,0.0,0.7308,0.7924,3,20.78,Dam,Kaduna,426,0,10.54,medium,442
453267910.42,309674773.14,38,14,202833868.86,60.1,1,1,51.73,0.9158,1.023,0.4291,0.748,7,40.84,Building,Oyo,707,0,13.07,high,707
66064990.59,29824276.4,337,11,20380222.56,47.53,1,0,90.9,0.5268,1.423,0.8849,0.7587,1,2.56,Road,FCT,407,0,0.0,low,399
162021555.53,84301602.51,580,58,82553438.43,49.15,1,0,91.18,0.7773,2.0417,0.7924,0.7578,3,16.79,Dam,Oyo,946,0,11.09,medium,964
30824186.72,12170023.04,128,19,8443192.37,33.87,1,2,77.52,0.4554,1.5559,0.5812,0.7167,8,34.29,Building,FCT,130,0,12.62,high,134
765967877.07,488990402.89,71,10,368214806.32,54.53,0,0,92.14,0.5876,0.0,0.8403,0.788,3,1.7,Pipeline,Lagos,366,0,3.47,low,370
887815199.53,911023387.42,27,10,304602412.06,87.19,3,0,54.81,0.8805,0.9516,0.5792,0.6091,3,15.93,Road,Edo,686,1,26.24,high,730
747532020.33,392879438.37,52,18,293251279.43,50.06,1,1,66.54,0.5762,0.5682,0.5967,0.9599,4,20.43,PowerPlant,FCT,1073,0,9.3,high,1083
634531100.71,470056027.41,191,25,323172958.72,58.93,4,0,53.77,0.575,0.0,0.7321,0.7053,5,29.27,Building,Enugu,605,0,10.13,high,607
508280239.74,158855577.96,71,5,172488873.86,35.74,1,2,70.17,0.6701,2.6066,0.7062,0.8776,6,12.9,Building,Oyo,868,0,2.09,medium,862
669874755.9,274004795.15,35,44,169581452.09,39.6,1,1,76.75,0.3065,1.6108,0.8148,0.7983,5,8.51,PowerPlant,Kano,1093,0,6.31,medium,1082
80016242.01,4058263.67,202,23,26216339.3,4.01,4,0,65.03,0.5589,1.1935,0.7264,0.8358,6,43.35,Pipeline,Rivers,625,1,25.09,high,664
982291798.52,1080204984.49,227,27,312543950.34,92.28,5,0,94.43,0.6047,1.7358,0.5012,0.6621,4,10.86,Pipeline,Kano,315,1,29.32,high,360
573341334.5,99044635.27,542,33,291847637.54,15.1,4,1,74.51,0.4849,0.5267,0.4034,0.6898,4,121.49,PowerPlant,Enugu,830,1,22.71,high,849
211644903.18,90125284.46,50,57,98065248.16,43.02,2,0,90.27,0.6193,1.4614,0.6704,0.8841,3,51.74,Dam,Edo,401,0,1.49,medium,442
121394428.29,47490183.54,261,13,39598307.25,35.59,3,2,60.09,0.2924,2.1472,0.5601,0.7829,2,78.57,Railway,Abia,181,0,12.19,high,210
565855301.06,596130575.39,42,31,143132117.08,94.91,2,1,51.35,0.8151,0.6671,0.8505,0.8897,5,29.55,Pipeline,Kaduna,425,0,11.85,high,444
683912066.23,541562708.41,300,5,218754449.59,66.29,1,1,48.41,0.7369,1.3337,0.7766,0.8516,4,10.03,PowerPlant,Oyo,670,0,8.57,medium,693
457416797.54,263853217.12,339,6,174049094.17,60.11,1,0,76.75,0.78,0.0,0.388,0.9842,3,5.73,Railway,FCT,139,0,8.58,high,139
94823795.07,11060076.1,264,31,36618848.45,11.02,5,2,100.0,0.5367,1.6146,0.7856,0.9117,3,134.67,Building,Oyo,631,0,5.43,medium,631
627833751.88,277287002.16,96,5,169057781.8,45.86,6,1,86.44,0.5589,1.6746,0.8655,0.8331,7,195.43,Road,Delta,809,1,7.98,medium,882
1069916009.66,1170087106.93,291,33,311525458.75,100.0,2,0,69.84,0.7029,1.8259,0.736,0.9603,4,29.54,PowerPlant,Oyo,963,0,9.36,medium,960
800661630.44,776824474.64,69,24,226464973.79,80.65,7,0,50.63,0.4226,1.6728,0.7648,0.8465,7,131.36,Pipeline,Kaduna,420,1,26.24,high,471
414805781.34,262644927.77,215,26,187429787.79,53.74,0,0,79.76,0.5304,1.3968,0.8118,0.849,2,8.91,Building,Kaduna,313,0,3.1,low,311
302434887.61,237995423.54,283,18,151159413.78,65.23,5,1,82.58,0.3815,1.3887,0.4869,0.7508,2,210.5,Bridge,Lagos,161,1,21.76,high,225
706414128.79,0.0,318,9,266349634.58,0.0,5,0,92.24,0.6961,1.125,0.5419,0.7169,2,183.27,Dam,Delta,559,1,11.18,high,615
113457848.76,108014075.11,96,8,57537774.68,100.0,1,2,69.43,0.5338,2.4502,0.7039,0.6888,2,40.31,Building,Enugu,441,0,5.92,medium,444
349465290.92,191896689.86,265,8,155751205.39,58.95,0,2,91.55,0.549,0.1137,0.8393,0.6571,4,1.71,Building,Kano,910,0,0.0,low,917
444842287.79,0.0,334,23,133435583.95,0.0,0,0,67.94,0.7182,1.2623,0.911,0.6421,8,5.83,Railway,Delta,890,0,6.29,medium,910
415695140.27,288423924.55,292,6,182087422.76,64.53,1,1,72.85,0.6477,1.2135,0.806,0.6931,3,25.96,Building,Lagos,840,0,0.0,low,834
301762318.99,195997400.65,178,9,107281342.68,64.77,4,1,63.12,0.6666,1.3177,0.6285,0.786,3,103.59,Pipeline,Rivers,963,0,6.99,medium,1002
420666132.51,236774581.95,202,4,132643380.47,46.92,2,0,80.27,0.5749,0.9852,0.7098,0.8562,5,43.55,Building,Edo,215,0,6.19,medium,222
518570732.64,458381769.33,206,23,196514142.75,78.47,1,0,77.62,0.6916,1.3839,0.5267,0.734,3,0.34,Building,Edo,390,0,6.2,medium,391
531170556.72,403365382.44,313,21,251034782.84,80.86,1,0,81.47,0.8378,1.6105,0.6428,0.7824,3,24.44,Building,Kaduna,634,0,2.62,low,677
724084693.28,491930424.32,256,17,390628182.46,66.1,8,0,63.85,0.7741,0.174,0.7371,0.7246,6,300.0,Pipeline,Delta,415,0,12.57,high,449
611464984.68,455074016.4,248,5,270829030.34,65.35,1,0,77.7,0.8036,2.5737,0.8077,0.8202,4,37.15,Road,Rivers,1012,0,0.0,low,1042
112299495.74,53550273.55,353,53,58492361.06,45.72,1,0,64.91,0.8278,1.6306,0.6623,0.6017,5,32.04,PowerPlant,Delta,453,0,5.09,medium,459
585564028.47,128159774.82,160,35,205874573.74,21.58,3,0,72.96,0.7396,0.8729,0.6378,0.8296,9,13.3,Pipeline,Kano,765,0,7.94,medium,769
371492032.39,84095552.27,296,4,166877902.41,24.29,2,0,71.21,0.4439,0.1173,0.6808,0.9065,7,33.7,Road,Delta,676,0,5.04,medium,705
484776949.21,121726471.18,342,32,265045783.68,28.75,0,0,82.43,0.5357,0.4509,0.7271,0.929,1,0.8,Bridge,Kano,108,0,0.0,low,100
1183492917.13,320167500.92,485,29,424282003.63,26.79,1,1,65.26,0.4316,1.7835,0.6252,0.8216,5,17.95,Dam,Kaduna,1081,0,3.86,medium,1070
51428000.78,16014661.23,28,27,20755394.28,27.63,0,0,100.0,0.7001,2.31,0.6246,0.8768,2,7.49,Building,FCT,246,0,6.57,medium,246
1198335765.48,23345072.56,23,53,487139714.62,1.43,7,0,82.4,0.4089,0.7845,0.7412,0.6059,7,261.27,Dam,Delta,160,1,19.89,high,196
324448365.36,120600260.43,207,16,175728956.76,37.5,1,0,66.84,0.5441,0.5955,0.7203,0.9566,3,32.63,Road,Enugu,206,0,4.51,medium,214
782418435.51,650347559.03,425,23,317587953.59,89.49,3,1,69.99,0.6274,0.3085,0.9158,0.9397,9,116.67,Bridge,Oyo,193,0,4.08,medium,210
225098433.61,135220243.29,309,23,123306145.24,50.07,2,0,59.08,0.5604,2.2287,0.5712,0.8215,3,44.6,Building,FCT,822,1,20.55,high,855
602398796.01,149633381.75,264,3,262303043.68,26.25,1,0,100.0,0.7654,1.9013,0.7638,0.9582,3,35.63,Road,Lagos,338,0,1.09,low,361
897813794.24,411148677.64,60,17,488412175.55,48.25,1,1,91.18,0.74,1.9868,0.8302,0.793,0,0.18,PowerPlant,Kaduna,562,0,2.94,low,574
701156430.66,198856268.02,405,22,372073502.69,27.24,1,0,74.79,0.5893,2.1212,0.5977,0.8763,4,52.86,Dam,Edo,590,0,11.54,high,594
518818058.26,212980736.7,450,33,279158057.31,40.41,1,0,75.57,0.7458,3.0821,0.64,0.7258,3,1.31,PowerPlant,Abia,981,0,9.13,medium,975
321433943.56,224186287.0,236,13,155998867.82,78.09,1,0,55.93,0.8055,1.3761,0.9364,0.8899,3,33.18,Building,Kaduna,1094,0,0.0,low,1116
402587671.36,487408801.1,51,3,160934804.08,89.51,1,0,64.32,0.6603,1.5177,0.5953,0.8519,9,31.93,Road,Kaduna,821,1,25.84,high,873
439846826.83,205184897.96,64,13,174936112.1,50.81,1,0,68.23,0.7188,1.6515,0.691,0.8715,4,38.91,Pipeline,Rivers,751,0,6.66,medium,753
335262611.54,127699019.8,555,14,171732484.59,28.99,4,1,76.39,0.5589,2.1943,0.6891,0.7139,10,137.53,Dam,Delta,1065,1,26.72,high,1113
929930000.58,425055891.62,301,12,439931987.02,39.99,1,0,62.21,0.7332,2.2939,0.7816,0.605,2,39.67,Pipeline,Enugu,912,1,26.01,high,935
408747962.24,65973309.18,294,24,122962309.04,13.99,2,1,74.51,0.487,1.4483,0.4504,0.7051,7,87.32,Railway,Oyo,1003,1,19.27,high,1020
563432080.48,600627639.77,567,15,228776217.94,98.7,6,1,51.72,0.7934,1.2585,0.6366,0.7942,5,136.56,Dam,Lagos,745,0,7.22,medium,776
201275782.64,159647755.28,148,30,76773325.29,69.97,4,0,74.45,0.4226,2.4503,0.5181,0.8448,3,39.84,Road,Kano,818,1,22.04,high,845
313113657.67,259125726.36,183,17,118568529.69,68.52,0,0,79.6,0.591,3.4462,0.6297,0.8782,5,6.49,Road,FCT,131,0,8.62,medium,165
689055991.58,569991785.17,44,16,353298825.27,87.98,1,0,100.0,0.4631,2.707,0.5813,0.6808,4,35.86,PowerPlant,Edo,93,0,9.65,medium,92
995341170.91,279238144.21,153,14,316714197.65,26.65,1,0,71.71,1.0,0.0,0.7866,0.6998,2,23.1,Railway,FCT,952,0,3.74,medium,965
41455582.86,26503851.86,112,40,19179001.71,48.38,3,0,58.53,0.4896,1.2539,1.0,0.8339,10,57.8,Dam,FCT,652,1,30.41,high,698
256619583.84,187483518.66,384,28,76836848.16,60.51,3,0,51.58,0.7305,0.9509,0.8068,0.4218,4,93.44,Pipeline,Edo,408,1,24.53,high,451
221569288.78,264244001.56,217,4,62740213.42,100.0,2,0,69.72,0.5917,0.202,0.5665,0.7732,4,34.07,Road,Enugu,288,1,19.26,high,316
590824967.03,317024851.77,73,32,310511877.64,54.53,4,0,88.21,0.4941,0.19,0.6703,0.65,3,13.89,Dam,Lagos,721,0,3.79,medium,722
106242338.38,38384234.73,460,5,43528343.46,35.34,1,1,61.71,0.5252,0.1409,0.5056,0.895,3,11.88,Bridge,Enugu,413,0,12.13,high,425
93578322.69,58953101.26,160,21,37731237.8,61.78,2,0,87.11,0.7704,1.3309,0.7392,0.9209,2,35.25,Building,Kaduna,365,0,6.57,medium,398
61218587.18,37003124.64,371,26,22276207.68,61.84,1,0,81.36,0.7441,2.3234,0.5567,0.9347,6,37.88,Road,Oyo,537,0,12.85,high,525
526946434.09,57704967.34,199,36,216735732.86,9.14,1,1,79.79,0.4616,1.1151,0.8599,0.7718,5,7.95,Dam,Oyo,965,0,6.08,medium,975
923884724.6,0.0,81,6,390913378.1,0.0,1,1,83.76,0.5629,1.7198,0.7346,0.9861,3,27.68,PowerPlant,Lagos,440,0,9.86,medium,466
654867893.93,447889041.18,475,19,285818528.65,74.15,1,0,78.05,0.5082,1.9012,0.6156,0.7138,2,6.48,Railway,Kano,168,0,0.0,medium,174
759754450.73,603511491.61,576,48,327561235.64,70.43,8,0,65.07,0.5282,1.3933,0.9565,0.947,5,300.0,Dam,Lagos,739,1,16.47,high,764
806375317.85,180875543.63,417,9,309866637.79,23.54,2,0,65.66,0.9789,2.1052,0.6738,0.7773,5,63.06,Railway,Delta,1019,0,3.27,medium,1035
629889183.75,445833155.88,313,13,265934522.29,64.05,2,0,82.08,0.6604,3.0289,0.8861,0.934,5,80.43,Dam,Enugu,133,0,0.4,low,133
23906427.42,11739724.24,384,25,7853295.11,52.61,2,0,77.83,0.8069,1.1398,0.7457,0.7386,4,13.44,Road,Kaduna,416,0,0.0,low,457
567672127.46,148565103.66,108,28,267692440.19,21.78,1,1,75.93,0.9952,2.162,0.7412,0.8098,4,44.23,PowerPlant,FCT,361,0,7.58,medium,395
328619577.83,176441341.02,355,21,144187018.13,56.78,2,0,84.87,0.5496,2.2098,0.8614,0.7756,3,1.33,Bridge,Kaduna,593,0,3.55,low,593
347016873.63,193904103.9,364,24,139008253.21,51.34,1,0,86.16,0.4388,3.056,0.6991,0.8309,4,9.99,Dam,Kano,548,0,0.0,low,544
840002073.55,728320988.95,60,6,235493861.82,76.86,7,0,72.32,0.4795,1.1864,0.8267,0.5858,7,253.86,Pipeline,Edo,847,1,25.44,high,920
683862548.68,163209045.15,432,5,269463966.03,26.88,1,0,56.77,0.8301,1.5085,0.8596,0.7252,5,23.36,Railway,Enugu,213,0,0.0,low,207
517372348.22,238585728.68,41,24,223403526.84,49.26,1,0,64.46,0.3959,1.4791,0.6663,0.8002,4,8.33,Building,Abia,522,0,5.34,medium,523
60205600.01,58816885.86,335,13,29307315.24,100.0,1,2,49.14,0.3395,1.606,0.6178,0.9774,3,36.03,Road,Lagos,831,0,6.84,medium,828
178500636.6,57708563.75,59,51,86586226.36,35.13,2,1,87.47,0.6603,1.4284,0.9341,0.8842,2,43.05,Railway,Delta,360,0,0.0,low,384
225196278.45,230737651.8,89,41,91069568.05,82.01,1,0,75.81,0.8263,0.8843,0.6602,0.6753,3,36.61,Bridge,Oyo,374,1,20.64,high,442
381369868.84,0.0,55,10,162763213.44,0.0,3,1,91.58,0.7048,1.7278,0.5632,0.8869,1,133.97,Bridge,Lagos,161,0,15.74,high,152
449158202.63,343509156.39,198,42,228705269.16,68.09,1,1,60.84,0.6809,0.9125,0.9018,1.0,4,7.41,Dam,Enugu,937,0,2.55,low,953
243126100.93,147519313.9,313,5,70569959.03,57.7,4,0,55.68,0.7967,2.3822,0.3835,0.9192,4,123.08,Bridge,Delta,459,0,5.81,high,498
470770023.72,92808863.45,345,32,164883861.5,19.26,2,0,72.45,0.5869,2.2734,0.6987,0.886,2,40.63,Railway,Lagos,1056,0,4.87,low,1076
151457418.15,6917763.01,217,35,76990963.68,4.78,2,0,67.22,0.7992,1.7889,0.8102,0.7882,3,66.29,Dam,Enugu,330,0,2.15,low,362
743123138.26,355315419.27,461,44,361762597.08,37.16,6,0,60.51,0.7087,2.1574,0.6452,0.4736,5,224.47,Bridge,Rivers,842,1,31.93,high,914
245632420.33,229072482.85,286,37,91541841.08,100.0,3,0,66.65,0.6205,3.0431,0.8392,0.9024,5,99.58,Road,Delta,840,0,4.27,medium,826
667661150.12,101325304.91,478,37,301471563.59,15.75,1,2,73.13,0.789,0.5709,0.7809,0.7406,3,16.86,Railway,Kano,763,0,1.84,medium,760
945102632.8,190418906.53,180,50,474612667.31,19.85,1,1,65.24,0.5687,1.3735,0.6003,0.9085,5,25.44,PowerPlant,Kaduna,980,0,0.67,medium,1015
746718213.04,302654583.73,77,27,386943255.3,33.9,3,2,57.74,0.6787,0.9224,0.7435,0.8748,4,84.63,Bridge,Enugu,390,0,8.43,medium,393
63130612.67,26006600.85,437,23,30268833.92,35.12,12,1,65.71,0.4811,0.6321,0.925,0.99,7,300.0,Railway,Delta,976,1,31.45,high,1025
432751607.29,0.0,360,12,200528330.48,0.0,4,0,93.71,0.4974,1.8486,0.6705,0.7785,1,158.86,Road,Delta,788,0,0.0,medium,782
583097513.7,327600844.45,18,33,303744355.59,56.46,3,0,80.44,0.5142,1.3021,0.8189,0.8028,2,93.81,Pipeline,Rivers,555,0,5.82,medium,575
551231372.42,450329876.41,270,8,251601455.61,85.6,1,0,69.52,0.791,0.5752,0.6133,0.801,4,4.26,Road,Kano,812,0,8.34,medium,827
219049056.29,219049056.29,158,3,77174128.48,100.0,1,0,72.34,0.859,1.4174,0.7177,0.8483,1,18.26,Pipeline,Kaduna,90,0,0.0,low,131
256288421.17,143793066.77,41,9,139909124.63,53.04,2,0,63.39,0.3183,1.1243,0.6978,0.6882,3,11.32,PowerPlant,Delta,821,0,8.66,medium,833
207424530.01,92310041.26,215,22,59667170.79,39.89,3,1,96.94,0.7077,1.6899,0.6308,0.8198,4,27.9,Railway,Rivers,604,0,1.34,medium,598
137036752.91,82707336.72,72,3,42404546.28,53.62,1,1,65.37,0.5481,0.5223,1.0,0.9667,2,26.58,Building,Enugu,195,0,0.83,low,229
358803876.52,328980982.05,102,29,175990709.77,85.96,3,0,66.44,0.5378,0.0,0.8361,0.7168,6,75.56,PowerPlant,FCT,139,0,5.47,medium,125
96883532.65,37966769.91,173,26,44917298.2,38.73,4,0,64.74,0.2188,1.7982,1.0,0.8102,5,94.87,Road,Abia,231,0,4.91,medium,253
885076948.33,298467510.72,495,5,381383338.08,28.51,3,0,96.42,1.0,1.6866,0.6693,0.8542,1,97.97,Railway,Abia,730,0,3.31,low,725
436959520.14,80487772.93,443,36,205157555.49,18.25,1,1,60.98,0.4528,1.9128,0.7908,0.8236,5,13.03,Bridge,Abia,1002,0,2.32,medium,994
606012447.49,464581269.78,481,30,217629769.86,77.32,1,1,62.27,0.6191,2.0856,0.6987,0.9346,5,47.3,Railway,FCT,498,0,7.89,medium,532
598876342.46,311245136.43,275,18,292352683.5,43.1,4,1,63.23,0.9497,2.1022,0.7585,0.7352,3,116.95,Pipeline,Edo,745,0,7.33,medium,776
206636947.66,81568153.66,169,41,59261082.7,39.77,2,1,48.1,0.5261,0.3733,0.8143,0.7249,2,69.54,Bridge,Kaduna,647,0,6.18,medium,675
295516168.48,201138591.21,55,8,83233338.67,62.08,5,0,85.43,0.6253,2.4195,0.696,0.8898,2,165.44,Building,Abia,1083,0,0.14,low,1091
1038418961.09,440761519.51,215,11,454825004.16,41.34,1,2,62.87,0.4851,1.7003,0.7685,0.8991,4,23.16,Bridge,Kano,659,0,2.06,medium,677
706349043.7,194974993.99,174,33,323003111.97,30.37,1,0,83.75,0.8025,1.2001,0.9699,0.8238,1,26.85,Railway,Oyo,990,0,0.0,low,982
564317216.68,170678354.23,76,33,237925388.7,29.7,3,2,55.15,0.5075,0.0,0.7028,0.7896,3,19.2,Bridge,Kano,224,0,11.97,high,213
280116450.73,50685765.81,141,20,153306571.24,15.89,1,0,54.69,0.4985,1.492,0.7775,0.7033,2,24.46,PowerPlant,Enugu,777,0,11.61,high,763
102523324.81,18299259.32,311,18,54752865.14,15.76,6,1,84.75,0.4812,1.3266,0.7633,0.7963,6,66.6,Road,FCT,515,0,5.04,medium,501
731309367.13,425766774.42,57,25,337003072.06,54.92,1,1,78.47,0.7637,2.3782,0.4758,0.6878,2,9.94,Pipeline,Enugu,1075,0,14.54,high,1096
444709432.2,101648596.79,398,3,153853397.52,21.26,3,0,91.76,0.676,2.6151,0.5783,0.8249,3,45.79,Pipeline,Edo,904,0,0.78,low,936
694033713.97,203920729.93,205,20,336856866.63,22.11,4,0,72.56,0.6612,0.6761,0.9891,0.4913,5,99.56,Pipeline,Abia,954,1,27.55,high,1025
395990071.18,365919977.7,121,6,111518359.71,86.42,2,0,65.63,0.2612,0.5574,0.6812,0.6544,6,47.06,Dam,Enugu,668,0,3.57,medium,663
37623179.16,31206892.61,35,32,19247850.24,75.26,7,0,70.3,0.8824,0.6829,0.6626,0.8818,7,196.69,Pipeline,Enugu,153,0,11.93,high,166
867076417.73,907791374.7,230,11,275774635.06,69.24,2,0,50.82,0.7852,2.7928,0.6066,0.7988,7,72.35,PowerPlant,Delta,591,1,32.99,high,661
371354827.39,218414756.7,376,19,100244242.19,56.71,6,0,72.05,0.755,1.327,0.6238,0.9189,7,23.19,Pipeline,Abia,965,1,21.94,high,982
104124056.43,96550361.56,500,14,40090737.65,80.38,1,1,72.41,0.7386,1.3066,0.8072,0.961,4,26.72,Railway,Oyo,232,0,1.78,low,255
857037957.22,453553373.61,462,43,283778098.0,47.37,2,0,67.13,0.6392,0.129,0.6192,0.6876,1,51.4,Bridge,Edo,1051,0,6.79,medium,1037
353908435.67,342861651.75,31,7,169596831.98,80.3,2,1,67.14,0.8451,1.9606,0.742,0.8871,2,40.51,Pipeline,Delta,1017,0,5.79,medium,1055
677062521.72,369368697.97,86,21,267451625.92,52.52,1,0,62.42,0.6824,0.3477,0.7601,0.9693,4,12.44,Bridge,Edo,242,0,1.52,low,238
1088451058.31,337660266.64,350,42,313770987.36,25.62,2,0,75.34,0.4402,2.2427,0.7228,0.7958,6,6.13,Railway,Kano,886,0,14.75,high,888
407877406.68,264441971.32,102,42,156297180.11,58.46,8,0,66.35,0.5554,0.9933,0.646,0.736,6,18.12,Pipeline,Abia,830,1,24.12,high,881
74674600.97,0.0,187,2,29804633.99,0.0,3,0,80.4,0.9277,1.838,0.6655,0.6769,3,105.76,Pipeline,Oyo,604,0,10.26,medium,627
771194686.92,572743264.43,434,28,385777398.12,73.09,1,0,65.1,0.5656,2.2924,0.8097,0.788,6,24.05,Pipeline,Lagos,588,0,0.0,low,591
719655057.17,289871429.87,127,24,229090314.93,34.78,2,0,50.16,0.6196,2.3501,0.6956,0.8802,3,47.67,PowerPlant,Lagos,904,1,25.11,high,975
290202156.13,141016132.68,64,16,124259393.68,45.26,8,0,68.29,0.5125,0.5406,0.7955,1.0,9,35.21,Building,Kano,720,0,12.43,high,752
701620085.75,514974765.63,347,27,220583313.22,81.44,3,2,73.2,0.8915,3.2144,0.8818,0.8852,3,31.58,Road,Kaduna,900,0,0.6,low,915
356784705.51,253124541.67,281,9,134805600.66,60.44,1,0,62.42,0.6523,1.0007,0.9109,0.8414,2,23.21,Dam,Edo,453,0,6.74,medium,451
750398864.04,266968269.8,388,8,369048797.6,34.8,2,2,61.86,0.6274,0.7357,0.7575,0.6117,2,62.48,Railway,Edo,865,0,9.51,medium,871
302893163.76,104877283.61,237,24,77187011.72,33.11,0,0,70.62,0.7039,1.288,0.72,0.7365,5,1.81,Railway,Kano,846,0,2.98,low,847
478694896.57,76247308.19,353,32,132179443.96,13.02,1,2,73.25,0.293,1.0779,0.5157,0.8736,4,17.43,Railway,Oyo,98,1,16.91,high,159
263115553.6,271605328.29,354,34,93587757.1,100.0,0,1,78.38,0.5394,0.0,0.7547,0.7806,2,0.5,Pipeline,Enugu,195,0,3.23,medium,207
897634393.58,315938393.31,398,35,448642128.54,38.07,3,0,69.31,0.6937,0.2819,0.7366,0.862,4,64.74,Bridge,Abia,151,0,8.5,medium,161
235825689.57,133532273.68,123,51,80053026.2,41.18,3,1,72.88,0.3799,3.4378,0.791,0.5601,3,3.73,Dam,Edo,746,1,24.8,high,791
30641415.27,12169159.75,409,18,8655795.56,33.62,0,2,91.39,0.796,0.9497,0.5762,0.9235,2,9.08,Bridge,Lagos,649,0,3.08,medium,650
32212824.98,31430098.42,189,18,14285482.61,95.04,3,0,75.94,0.7074,2.2457,0.9934,0.8487,3,115.11,Railway,Enugu,647,0,4.87,low,651
365372381.22,235898120.66,399,40,141283987.15,52.31,4,2,53.27,0.5131,2.5046,0.6101,0.8043,7,72.63,Railway,Enugu,252,1,27.16,high,275
731046986.68,197713817.99,268,36,202524936.61,27.1,1,0,78.92,0.4477,2.4682,0.9148,0.7835,4,22.82,Road,Kaduna,670,0,3.15,low,697
1011000859.87,720226485.27,270,27,379242559.23,53.21,2,2,70.43,0.733,3.0855,0.5887,0.6433,4,40.07,Dam,Abia,367,1,22.0,high,437
749461665.83,256820685.19,255,7,335785560.26,25.92,2,0,78.15,0.6594,2.0307,0.7036,0.7356,10,74.08,Bridge,Delta,615,1,22.24,high,640
219762419.59,219762419.59,522,45,83474660.39,100.0,3,0,51.13,0.7502,1.3589,0.8628,0.9822,3,67.02,PowerPlant,Abia,1055,0,0.0,low,1093
614822435.91,503502673.19,451,13,252406837.19,65.23,1,0,85.3,0.5117,2.3377,0.5637,0.9653,7,15.99,Bridge,Abia,301,1,19.93,high,335
574788911.4,521234807.12,561,22,181455708.15,100.0,1,1,50.44,0.8025,1.3778,0.6555,0.774,3,38.28,Dam,Oyo,282,0,4.92,medium,278
428238330.84,417501835.15,317,8,146992391.8,79.96,4,1,100.0,0.6263,0.2827,0.3505,0.797,4,148.21,Building,Lagos,467,0,8.08,high,467
411028885.15,149243372.79,206,19,141988142.76,40.31,5,0,52.81,0.523,1.1544,1.0,0.8047,6,156.01,Building,Delta,891,0,3.94,medium,886
415004482.83,131571022.84,508,32,121076729.21,29.1,1,0,68.32,0.7692,0.1609,0.8046,0.8521,6,10.47,Dam,Oyo,880,0,0.9,low,898
249560849.37,171084739.05,237,29,90922542.7,69.81,1,2,60.86,0.7054,2.3947,0.6989,0.7027,1,18.86,Pipeline,Abia,604,0,7.15,high,621
434764184.16,60200018.3,289,28,213219243.83,13.95,4,0,71.56,0.472,0.0098,0.6159,0.8314,4,149.94,Building,Lagos,899,0,12.82,high,906
254131354.19,89086265.35,302,21,77433964.68,37.55,2,0,64.6,0.9767,0.5118,0.7492,0.7858,5,24.89,Bridge,Kano,1093,0,7.6,medium,1123
603172259.25,509951901.18,58,15,309382905.0,66.67,2,0,78.38,0.7222,1.7653,0.7262,0.5964,5,17.75,Road,Delta,165,1,14.04,high,195
468543802.22,253489609.7,155,2,159397051.65,43.06,4,1,49.5,0.6164,2.344,0.6121,0.9234,8,91.85,Bridge,Rivers,392,1,23.43,high,418
499827314.76,250820744.4,273,10,225568274.89,46.53,1,0,66.59,0.7219,1.6352,0.7328,0.8588,4,50.46,Railway,Lagos,922,0,10.08,medium,956
900479153.19,336360239.5,162,33,413258102.45,36.91,2,0,69.04,0.6906,1.2118,0.8963,0.9838,2,60.94,PowerPlant,Delta,162,0,5.82,medium,187
431695576.45,169966944.83,61,38,165973309.45,30.93,2,1,50.95,0.5833,0.0,0.8395,0.6125,6,14.97,PowerPlant,Oyo,196,1,18.3,high,216
